127.0.0.1 - - [03/Sep/2024:10:13:58 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:16:02 +0900] "GET /testj/resources/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:19:54 +0900] "GET /testj/views/testjs/sample2.html HTTP/1.1" 200 1010
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:19:54 +0900] "GET /testj/resources/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:24:56 +0900] "GET /testj/views/testjs/sample2.html HTTP/1.1" 200 1524
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:24:56 +0900] "GET /testj/resources/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:38:51 +0900] "GET /testj/views/testjs/sample2.html HTTP/1.1" 200 1829
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:38:51 +0900] "GET /testj/resources/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:47:03 +0900] "GET /testj/views/testjs/sample2.html HTTP/1.1" 200 2402
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:47:03 +0900] "GET /testj/resources/js/main.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:52:43 +0900] "GET /testj/views/testjs/sample2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:52:43 +0900] "GET /testj/resources/js/main.js HTTP/1.1" 200 1634
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:58:08 +0900] "GET /testj/views/testjs/sample2.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Sep/2024:12:58:08 +0900] "GET /testj/resources/js/main.js HTTP/1.1" 200 1997
0:0:0:0:0:0:0:1 - - [03/Sep/2024:13:06:58 +0900] "GET /testj/views/testjs/sample2.html HTTP/1.1" 200 2514
0:0:0:0:0:0:0:1 - - [03/Sep/2024:13:06:58 +0900] "GET /testj/resources/js/main.js HTTP/1.1" 200 2319
